Pre-la-Joux: 6.7881017; 46.2332683!
Arfeuille-Chatain: 2.43597; 46.06457!
Charron: 2.56279; 46.05973!
Rougnat: 2.50076; 46.05317!
Mainsat: 2.3868133; 46.0526356!
Saint-Domet: 2.29912; 46.04309!
Peyrabout: 1.91119; 46.10667!
Savennes: 1.88791; 46.10555!
Nogent-le-Rotrou: 0.8163959; 48.3208851!
Saint-Christophe: 1.8621; 46.10169!
Saint-Eloi: 1.83162; 46.07346!
Lepinas: 1.92732; 46.07621!
Maisonnisses: 1.89784; 46.06242!
Sardent: 1.8559426; 46.0513851!
Saint-Dizier-Leyrenne: 1.7134532; 46.0289552!
Grenis: 6.3826901; 45.2811073!
Bolzat: 1.6620697; 45.7097651!
Le Chaatenet: 1.6646521; 45.7043261!
Pierrepin: 6.316065; 45.2546791!
Gevoudaz: 6.3148221; 45.2316106!
Plan des Rois: 6.3142197; 45.2364067!
Riortier: 6.3172897; 45.2427987!
Le Tilleret: 6.3252087; 45.2520598!
La Ville: 6.3381772; 45.2462422!
Charbes: 7.2352012; 48.3393695!
Saint-Martial-le-Mont: 2.09212; 46.04883!
Le Donzeil: 1.9858364; 46.027475!
Franseches: 2.04868; 46.01785!
Le Clinel: 6.3483008; 45.3092433!
La Plantaz: 6.339325; 45.3156498!
Ars: 2.07735; 46.00368!
Saint-Avit-le-Pauvre: 2.0439; 45.9953!
La Ribiere: 2.15255; 45.98806!
Saint-Amand: 2.20819; 45.98126!
Saint-Maixant: 2.20673; 45.99296!
La Chaussade: 2.2348683; 45.9888882!
Saint-Alpinien: 2.23796; 45.97696!
Bosroger: 2.2501934; 45.9934098!
Champagnat: 2.28264; 46.01778!
Bellegarde-en-Marche: 2.29344; 45.98182!
Saint-Silvain-Bellegarde: 2.30261; 45.97197!
Lupersat: 2.3554168; 45.9848968!
Auzances: 2.5010036; 46.0264742!
Bussiere-Nouvelle: 2.4261; 46.01949!
Dontreix: 2.5582; 45.98677!
Le Compas: 2.46123; 45.99535!
Les Mars: 2.47816; 45.98102!
Brousse: 2.455; 45.97191!
Sermur: 2.43044; 45.97449!
Chard: 2.47593; 45.94409!
Chatelard: 2.46671; 45.96386!
Lioux-les-Monges: 2.45521; 45.9512!
Saint-Pierre-le-Bost: 2.2603904; 46.4008813!
Tercillat: 2.0558414; 46.4077276!
Lafat: 1.6141695; 46.3352165!
Comborsiere: 6.2549134; 45.2490098!
Trelan: -1.7537768; 47.8831069!
La Pungerais: -1.75824; 47.8871648!
Chateaudun: 1.3311459; 48.0701283!
Chartres: 1.5054073; 48.4479226!
Dreux: 1.3710486; 48.7359121!
Sous-Parsat: 1.9803845; 46.0547126!
Chamberaud: 2.0450881; 46.0485241!
La Combe: 6.3337341; 45.2647516!
Saint-Agnant-de-Versillat: 1.5113434; 46.2788706!
Noth: 1.585809; 46.2347976!
Le Colombier: 4.6269105; 44.585554!
Le Noiret: 6.3398672; 45.3240024!
Calzins: 2.5341507; 44.3216334!
La Calmette: 2.5434721; 44.3193817!
La Valette: 2.5128737; 44.3003709!
Le Bouscaillou: 2.5302226; 44.3147529!
Le Grand Mas: 2.5095434; 44.3066574!
Le Landas: 2.5262788; 44.3140949!
Les Fanguet: 2.526342; 44.3165482!
Les Flottes: 2.5081353; 44.3041756!
Les Peyries: 2.5290813; 44.316378!
La Boissonnade: 2.5567076; 44.3140971!
La Fontal: 2.5562135; 44.3175581!
Le Baracou: 2.5559826; 44.2976489!
Naujac: 2.5548577; 44.3057611!
Chez les Bons: -0.7801993; 45.5355628!
Montbrunal: 6.338349; 45.327183!
Le Fragnin: 6.3287711; 45.3382594!
Le Petit Couchetrans: 0.5748251; 48.1015362!
Le Point du Jour: 0.5786586; 48.1006527!
Paille: 0.5802344; 48.100024!
Audouville-la-Hubert: -1.2410773; 49.4087944!
Baubigny: -1.8039676; 49.4295692!
Besneville: -1.6284239; 49.3668926!
Blosville: -1.2901002; 49.3725952!
Boutteville: -1.2584432; 49.3894202!
Catteville: -1.5697951; 49.355051!
Fierville-les-Mines: -1.6700092; 49.3901506!
Hautteville-Bocage: -1.4649889; 49.4246721!
Huberville: -1.4368778; 49.5094705!
L'Etang-Bertrand: -1.5618405; 49.4650928!
La Haye-d'Ectot: -1.7328175; 49.3908682!
Le Mesnil: -1.6958747; 49.3692396!
Le Valdecie: -1.6543613; 49.4230252!
Le Vretot: -1.7094551; 49.4506527!
Les Moitiers-d'Allonne: -1.7800794; 49.4009393!
Liesville-sur-Douve: -1.3209449; 49.3526742!
Magneville: -1.5469716; 49.4470166!
Morville: -1.511892; 49.4734576!
Neuville-en-Beaumont: -1.600595; 49.346604!
Nehou: -1.5415336; 49.4194967!
Octeville-l'Avenel: -1.3547289; 49.5435118!
Portbail: -1.6980778; 49.3347454!
Rauville-la-Place: -1.5032335; 49.3881626!
Ravenoville: -1.2718992; 49.4558668!
Reigneville-Bocage: -1.4758906; 49.4066897!
Saint-Georges-de-la-Riviere: -1.7296054; 49.3631254!
Saint-Jacques-de-Nehou: -1.6137711; 49.4170016!
Saint-Martin-de-Varreville: -1.2365323; 49.4257097!
Saint-Pierre-d'Artheglise: -1.6946471; 49.4135632!
Sortosville-en-Beaumont: -1.7151195; 49.4229452!
Senoville: -1.7808636; 49.4334979!
Tamerville: -1.4521507; 49.5321658!
Turqueville: -1.2799993; 49.4062765!
Vaudreville: -1.3714856; 49.5167469!
Ecausseville: -1.3725084; 49.462048!
Ecoqueneauville: -1.292527; 49.4016189!
Emondeville: -1.342919; 49.4576136!
Saint-Point-Lac: 6.3019513; 46.8127816!
Beuzeville-au-Plain: -1.2897559; 49.4284249!
Chavoy: -1.3334666; 48.7283048!
Golleville: -1.5152087; 49.4363887!
Grimesnil: -1.3499734; 48.9540975!
Hiesville: -1.2623024; 49.3716771!
La Mouche: -1.3491291; 48.7923615!
La Rochelle-Normande: -1.4342737; 48.7650153!
Le Luot: -1.3194607; 48.7569401!
Le Mont-Saint-Michel: -1.5126096; 48.6358559!
Les Chambres: -1.3881074; 48.7655859!
Les Perques: -1.6581891; 49.4467314!
Lieusaint: -1.4782994; 49.4753601!
Lingreville: -1.5257754; 48.9501492!
Longueville: -1.5501742; 48.854028!
Montjoie-Saint-Martin: -1.29161; 48.53146!
Muneville-sur-Mer: -1.4918335; 48.9344098!
Precey: -1.3760284; 48.6078571!
Saint-Maurice-en-Cotentin: -1.7059653; 49.3894579!
Urville: -1.4369566; 49.4503494!
Villiers-le-Pre: -1.3996591; 48.5418417!
Yquelon: -1.5574109; 48.8469864!
La corbinais: -2.409182; 48.1187824!
La Chapelle-Taillefert: 1.8395432; 46.1006877!
Boisfeuillard-Nord: 1.0463096; 46.8006516!
Bray: 1.0884449; 46.8019417!
Champeron: 1.0358534; 46.7774624!
Chenevrier de Durtalle: 1.0588231; 46.7990569!
Choray: 1.0347963; 46.8196168!
Chateau de Tourneau: 1.0127655; 46.8062098!
Clerolles: 1.0784957; 46.8044357!
Durtalle: 1.0651077; 46.7999281!
Fond-Moreau: 1.0732065; 46.7892398!
L'Allemanderie: 1.0213499; 46.7983166!
L'Avis: 1.0479348; 46.7969523!
L'Esperance: 1.0122591; 46.7710458!
L'Estraque: 1.0177293; 46.7992836!
La Bachellerie: 0.9918888; 46.8005422!
La Barmerie: 1.0283488; 46.7999626!
La Bertellerie: 1.0798602; 46.7905786!
La Boucardiere: 1.0069837; 46.8018373!
La Brosse: 1.0424243; 46.8007387!
La Cailleterie: 1.0315513; 46.833776!
La Caltiere: 1.0095558; 46.8336552!
La Chaise: 1.04879; 46.8089749!
La Chauveliere: 1.0150658; 46.7942842!
La Chomette: 1.0610542; 46.8150881!
La Cornillere: 0.9911142; 46.8037583!
La Coupeterie: 1.0638857; 46.7829373!
La Croix: 0.9995255; 46.8111646!
La Deboirie: 1.052748; 46.8179937!
La Falaise: 1.0320141; 46.8086574!
La Georgonnerie: 1.0035644; 46.8054787!
La Guenandiere: 1.0256319; 46.8255565!
La Herauderie: 1.0464957; 46.8093888!
La Justice: 1.0053963; 46.7901957!
La Lionnerie: 1.0496785; 46.8064692!
La Mardelle: 1.0533248; 46.8078398!
La Mardelle-Sud: 1.0550844; 46.8067367!
La Metiverie: 1.0407711; 46.8097745!
La Mignonnerie: 1.0240954; 46.8005964!
La Misvauderie: 1.041884; 46.8120069!
La Moriniere: 1.0577639; 46.8088496!
La Menardiere: 0.9961297; 46.802225!
La Patryere: 1.0501514; 46.8079313!
La Peroterie-Est: 1.0143811; 46.799105!
La Pinaudiere: 1.0132219; 46.8333248!
La Renarderie: 1.0150972; 46.8383169!
La Ronchiere: 1.0265222; 46.8067791!
La Sablonnerie: 1.0269074; 46.7869721!
La Sablonnerie-Est: 1.0283099; 46.8322842!
La Saulnerie: 1.0524789; 46.8096499!
La Sguigniere: 1.0260452; 46.827025!
La Tonnelle: 1.0538383; 46.8112816!
La Tuilerie: 1.0146189; 46.7926891!
La Verderie: 1.0846727; 46.7922612!
Laloeuf: 1.0301753; 46.8113513!
Le Bouille: 1.0076117; 46.8095514!
Le Bout du Pont: 1.0416523; 46.803641!
Le Gue: 1.062436; 46.8031747!
Le Maupas: 1.0828904; 46.7853196!
Le Moulin de Tourneau: 1.0175404; 46.8099775!
Le Pilori: 1.0401692; 46.8015454!
Le Puy: 1.0811966; 46.7951063!
Le Sablon: 1.0916219; 46.7924063!
Le Sablon: 1.0575364; 46.8041256!
Le Vignot: 1.054209; 46.8088846!
Lechaude: 1.019842; 46.8075345!
Lejon: 1.0576723; 46.8125804!
Les Ardillers: 1.0124407; 46.8137619!
Les Basses Guignardieres: 1.0228189; 46.7893822!
Les Basses Maisons: 1.071727; 46.7971771!
Les Bergereaux: 1.027577; 46.7891338!
Les Boisraingons: 1.0533572; 46.8048474!
Les Boisraingons-Sud: 1.0550392; 46.8024291!
Les Brodieres: 1.0022405; 46.8106977!
Les Hautes Cornilleres: 0.9893969; 46.7984772!
Les Hautes Guignardieres: 1.0192291; 46.7900652!
Les Hautes Maisons: 1.0693292; 46.7922517!
Les Hauts Liaux: 1.0026964; 46.8066254!
Les Jambiers: 1.0136334; 46.8247181!
Les Joublinnieres: 1.0040778; 46.8080125!
Les Orties: 1.0075031; 46.8078621!
Les Quatre Chemins: 1.0471397; 46.8065455!
Les Riots-Sud: 1.0085832; 46.8202424!
Les Vignerons: 1.0408516; 46.7992588!
Moncorps: 1.0724346; 46.8152354!
Montaise: 1.0324813; 46.7939856!
Moulin de Bray: 1.0888588; 46.8036852!
Moulin de Durtalle: 1.0677124; 46.800821!
Notz-l'Abbe: 1.0101292; 46.811769!
Serigny: 1.0248478; 46.8232954!
Tourneau: 1.0192513; 46.8094659!
Camp-Sylvestre: 2.0922787; 42.8978233!
Montaigut-le-Blanc: 1.7350705; 46.1210994!
Cremps: 1.5985377; 44.3885767!
Francoules: 1.4893838; 44.5427963!
Labastide-Marnhac: 1.3996113; 44.38765!
Laval-de-Cere: 1.933967; 44.9526333!
Meyronne: 1.5780897; 44.8742639!
Montet-et-Bouxal: 2.0189498; 44.7396717!
Orniac: 1.6664111; 44.5445101!
Payrignac: 1.3496312; 44.7553991!
Reilhac: 1.7185473; 44.6999466!
Saillac: 1.7600465; 44.3308258!
Saint-Denis-les-Martel: 1.6635521; 44.9393646!
Saint-Sauveur-la-Vallee: 1.5518034; 44.6059078!
Soucirac: 1.5019475; 44.7015885!
Senaillac-Lauzes: 1.6495504; 44.6023228!
Thedirac: 1.31628; 44.60008!
Ussel: 1.4988949; 44.5935624!
Serpoliere: 6.4257984; 45.2527975!
Claret: 6.4226232; 45.255481!
Villard-Clement: 6.38975; 45.2635005!
Les Plantees: 6.4133529; 45.2491271!
Les Rieux: 6.4036444; 45.2824504!
Saint-Julien - Bourg: 6.4058411; 45.2574907!
Montdenis: 6.4067547; 45.2814984!
L'Eglise: 6.4032571; 45.2794526!
Les Villes: 6.4083865; 45.2848588!
Hem-Hardinval: 2.3033917; 50.1630327!
Vauchelles-les-Domart: 2.0573337; 50.0552242!
La Rengee: 1.0044682; 46.7855!
Beuzeville-la-Bastille: -1.3703435; 49.3560094!
Brucheville: -1.2067459; 49.3726351!
Carquebut: -1.3288611; 49.3721576!
Chef-du-Pont: -1.3451171; 49.3843796!
Colomby: -1.4941505; 49.4563026!
Flottemanville: -1.4558489; 49.4737559!
Foucarville: -1.2581997; 49.4413292!
Fresville: -1.3556988; 49.4384199!
Gourbesville: -1.4125725; 49.420289!
Houesville: -1.2890629; 49.3503806!
Joganville: -1.3501226; 49.4696945!
La Bonneville: -1.4535192; 49.3916845!
Le Ham: -1.4173016; 49.4501906!
Neuville-au-Plain: -1.3299499; 49.4269081!
Ozeville: -1.3391031; 49.5014322!
Saint-Cyr: -1.4194777; 49.4877114!
Saint-Come-du-Mont: -1.2735012; 49.3358595!
Saint-Floxel: -1.3508623; 49.4911829!
Saint-Germain-de-Tournebut: -1.39738; 49.53262!
Sainte-Mere-Eglise: -1.3192961; 49.4085631!
Videcosville: -1.37233; 49.56323!
Vierville: -1.2470202; 49.3597206!
Eroudeville: -1.3897112; 49.4763153!
Etienville: -1.4353309; 49.3771758!
Bach: 1.6705154; 44.350176!
Bannes: 1.9102013; 44.8098617!
Cregols: 1.7016177; 44.4548887!
Fontanes: 1.4965305; 44.310561!
Laroque-des-Arcs: 1.4673932; 44.4755224!
Larroque-Toirac: 1.9409728; 44.5210063!
Lauresses: 2.1228087; 44.7666781!
Le Bouyssou: 1.942714; 44.691401!
Linac: 2.1139018; 44.6646627!
Lunan: 2.0824559; 44.6025358!
Nadaillac-de-Rouge: 1.4273026; 44.8491041!
Saint-Bressou: 1.9706135; 44.7039158!
Saint-Cirq-Souillaguet: 1.4584281; 44.7067347!
Saint-Jean-Mirabel: 2.1070416; 44.6216126!
Saint-Laurent-les-Tours: 1.8928314; 44.8683924!
Saint-Medard-de-Presque: 1.8471079; 44.8637994!
Saint-Paul-de-Vern: 1.9365856; 44.8401996!
Saint-Pierre-Lafeuille: 1.4536278; 44.5226589!
Saint-Simon: 1.8452531; 44.6975444!
Senaillac-Latronquiere: 2.0605192; 44.8240381!
Theminettes: 1.8524841; 44.7132599!
Vaylats: 1.6416656; 44.3373236!
Rains: 4.5693288; 46.626565!
Les Jacquiers: 5.9278039; 45.6326884!
Ajain: 1.998966; 46.2074244!
Roches: 1.9994889; 46.2831772!
La Vicogne: 2.3226541; 50.0531952!
Vigeville: 2.0746504; 46.160396!
La Celle-sous-Gouzon: 2.2099138; 46.2148057!
Saint-Pardoux-les-Cards: 2.1198914; 46.0821739!
Saint-Hilaire-la-Plaine: 1.9768732; 46.1262672!
Busselet: 1.9958096; 46.1224673!
La Chassagne: 1.9865506; 46.1166443!
Fer: 4.5650322; 46.6412744!
Beg Lanneguy: -3.6947505; 47.8213969!
Arvey: 6.0382577; 45.5625027!
Fenestro: 6.0359308; 45.5743613!
Le Bois: 6.0247513; 45.5675317!
Marle: 6.0238552; 45.5735025!
Coudray: 6.1852704; 45.65267!
Precherel: 6.1908922; 45.6643905!
Kergall: -3.6816301; 47.8278762!
Keriquel: -3.6807075; 47.8260632!
Saint Julien: -3.6837605; 47.8300063!
Perousel: -1.2231205; 48.3499327!
Bornord: -3.1114371; 47.2920252!
Le Grand Villard: 1.984834; 46.1022962!
Le Petit Villard: 1.9889753; 46.1005331!
Thauron: 1.81769; 45.99947!
Bosmoreau-les-Mines: 1.7578304; 46.0016313!
Masbaraud-Merignat: 1.74458; 45.97527!
Soubrebost: 1.8432208; 45.9575346!
Mansat-la-Courriere: 1.805832; 45.9624664!
Faux-Mazuras: 1.78319; 45.92345!
Le Bot d'en Haut: -2.1261231; 47.6025824!
Le Bot d'en Bas: -2.1263258; 47.6008393!
La Vallee: -2.106597; 47.5900798!
Bonnevay: 4.9096291; 45.7651209!
Villers-Bouton: 5.9784986; 47.4505186!
Saint-Junien-la-Bregere: 1.75441; 45.88351!
Saint-Moreil: 1.6895676; 45.8536181!
Auriat: 1.64378; 45.87233!
Saint-Priest-Palus: 1.65735; 45.89771!
Saint-Pardoux-Morterolles: 1.81989; 45.89683!
Saint-Pierre-Bellevue: 1.88787; 45.91553!
Le Monteil-au-Vicomte: 1.93663; 45.9295!
Banize: 1.99728; 45.93006!
Valliere: 2.0350015; 45.9065051!
Les Anninacs: 3.9469587; 44.5836923!
Saint-Yrieix-la-Montagne: 2.0211184; 45.8836121!
Saint-Marc-a-Loubaud: 1.99619; 45.8481!
La Vaud-Gelade: 1.974802; 45.8476619!
Gentioux-Pigerolles: 1.9953564; 45.7847255!
La Villedieu: 1.8864703; 45.7332876!
Trefin: -2.1601338; 47.5991166!
Chavanat: 1.9641622; 45.9531191!
Faux-la-Montagne: 1.9345423; 45.7505453!
La Pouge: 1.9439973; 45.9807905!
Saint-Amand-Jartoudeix: 1.658191; 45.9145522!
La Prade: 2.5089007; 46.3318594!
Courtioux: 2.4875401; 46.356004!
Labadan: -1.1894852; 44.2526368!
Plecq: -1.1736505; 44.2489019!
Betaille: 1.7332339; 44.9431294!
Calviac: 2.0476338; 44.9227568!
Frayssinhes: 1.9386019; 44.8777852!
Frontenac: 1.9695688; 44.5396537!
Girac: 1.817936; 44.9214977!
Issepts: 1.9252548; 44.6743492!
Labastide-du-Haut-Mont: 2.1208215; 44.8344951!
Ladirat: 1.9689365; 44.8142448!
Latronquiere: 2.0769559; 44.7996678!
Le Roc: 1.4379514; 44.8668362!
Leyme: 1.8999269; 44.7847558!
Marminiac: 1.1935135; 44.6652673!
Masclat: 1.3902013; 44.8349907!
Mayrac: 1.5570798; 44.8990168!
Montbrun: 1.9006529; 44.5049278!
Montdoumerc: 1.5196388; 44.2852287!
Padirac: 1.7523585; 44.8415191!
Saignes: 1.8147662; 44.7871809!
Saint-Cirgues: 2.1230449; 44.7369507!
Saint-Felix: 2.1166254; 44.6109287!
Saint-Hilaire: 2.1539465; 44.7744834!
Saint-Jean-Lagineste: 1.8601944; 44.8229425!
Sousceyrac: 2.0354546; 44.8734174!
Teyssieu: 1.9550742; 44.9174849!
Tour-de-Faure: 1.6925392; 44.4666866!
Valroufie: 1.4875113; 44.5191158!
Bagnac-sur-Cele: 2.1570481; 44.6667052!
Escamps: 1.6328799; 44.3650079!
Floirac: 1.6544626; 44.9151375!
Ginouillac: 1.5381579; 44.7255841!
Grezes: 1.8199279; 44.6274466!
Issendolus: 1.7874219; 44.7426656!
Laramiere: 1.8771452; 44.3514226!
Lissac-et-Mouret: 1.987874; 44.6261948!
Loupiac: 1.4599079; 44.8171718!
Lunegarde: 1.6875881; 44.6902823!
Leobard: 1.3093485; 44.7217996!
Miers: 1.706994; 44.8527924!
Milhac: 1.3471767; 44.7976565!
Quissac: 1.7299975; 44.6444738!
Reilhaguet: 1.5034293; 44.7699068!
Rouffilhac: 1.4144069; 44.7889358!
Rueyres: 1.8463514; 44.7480871!
Sabadel-Latronquiere: 2.0607981; 44.7348944!
Saint-Clair: 1.4100954; 44.6998437!
Saint-Maurice-en-Quercy: 1.9450525; 44.7419886!
Saint-Michel-Loubejou: 1.8493766; 44.8948407!
Saint-Medard-Nicourby: 2.0198646; 44.7675775!
Saint-Vincent-du-Pendit: 1.9016593; 44.8378962!
Sainte-Colombe: 2.0020089; 44.7235177!
Sonac: 1.860417; 44.696593!
Trespoux-Rassiels: 1.3701626; 44.4133013!
Varaire: 1.7230907; 44.3569801!
Viazac: 2.0747655; 44.6412595!
Vidaillac: 1.8263368; 44.3379877!
Tailly: 1.9475541; 49.9300007!
Benauge: -0.0514328; 45.0872722!
Malibeau: -0.0681548; 45.0756309!
L'Etraz: 5.9853393; 45.4716899!
Laburgade: 1.539913; 44.3861758!
Lamagdelaine: 1.4890137; 44.4671803!
Lamothe-Cassel: 1.5053685; 44.6106176!
Lentillac-du-Causse: 1.6385282; 44.5621153!
Limogne-en-Quercy: 1.7695063; 44.3970338!
Maxou: 1.4426328; 44.5359699!
Nadillac: 1.5182558; 44.56248!
Nuzejouls: 1.378622; 44.5386262!
Parnac: 1.3132018; 44.4899876!
Peyrilles: 1.4143213; 44.6193376!
Puyjourdes: 1.8593694; 44.4069362!
Rampoux: 1.309231; 44.6417111!
Saint-Caprais: 1.1563678; 44.606407!
Saint-Chamarand: 1.46053; 44.67761!
Sauliac-sur-Cele: 1.7212713; 44.5172001!
Soulomes: 1.5930579; 44.632504!
La Cave Laurent: 0.9775753; 47.8114519!
L'Etale: 6.4159411; 45.8606792!
Mas de l'Inde: 4.3855451; 44.2789693!
Paponville: 1.951898; 48.4334365!
Guillerville: 1.9520284; 48.4158972!
Le Bornais: 1.0474906; 46.8076091!
Tessens: 6.6249986; 45.5583782!
Muille-Villette: 3.0670629; 49.7248605!
Le Grand Breuil: 0.0491469; 46.3911969!
Fief Briand: -0.3056687; 46.2507704!
Possesse: 4.8043096; 48.8881055!
Le Petit Bignac: -0.0786437; 45.09119!
Chollet: -0.0476685; 45.1154877!
La Jarthe: 0.5454391; 45.1480049!
La-Bas: 6.0117983; 45.5463648!
Tourmentier: 6.4092696; 45.2717675!
Castellaras: 6.9906702; 43.625683!
Le Grand Village: -3.1891267; 47.3004002!
Les Piguets: 5.2152796; 46.549906!
La Bergenee: 5.2184768; 46.555174!
Les Bois Brules: 5.2390118; 46.5699127!
Les Gerots: 5.2089496; 46.5536247!
La Malabutte: 5.2259226; 46.5548494!
Les Touppes: 5.1760636; 46.5545513!
Courfoulot: 5.224721; 46.566269!
L'Etang Salabe: 5.2362867; 46.5670361!
Recule: 5.2136703; 46.5630381!
Jerusalem: 5.1688023; 46.5569004!
Hotel Niobey: -1.305207; 49.1066466!
L'Epine: -1.303007; 49.1016757!
La Haut Bel: -1.3002165; 49.1033722!
La Ville des Glaciers: 6.7671477; 45.7273248!
Les Mottets: 6.7791218; 45.7372664!
Le Marais: 2.0759012; 46.0834117!
Le Collet d'en Haut: 6.3230119; 45.2178252!
Chateau de Clavary: 6.9263215; 43.6167053!
Le Bayle: 6.9136076; 43.6065953!
Le Thyl: 6.4917112; 45.2245179!
La Traversaz: 6.4815038; 45.2326289!
Villard-Bernon: 6.467964; 45.2353265!
Le Thyl-Dessous: 6.4915353; 45.2196927!
La Porte: 6.4604967; 45.2332564!
L'Eglise: 6.4636725; 45.2414006!
Le Mollard: 6.4660966; 45.2496928!
La Buffaz: 6.4901693; 45.2165522!
Villard-Zembrun: 6.4682644; 45.2430244!
Beaune: 6.4731562; 45.2499806!
La Vilette: 6.4603251; 45.2414157!
L'Etraz: 6.4743364; 45.2237655!
Veraz: 6.0522877; 46.2815476!
L'Ile Bourbon: 0.1943657; 47.3076525!
Moulin Boutard: 0.1947052; 47.3089926!
La Cochette: 6.3359426; 45.2297524!
La Fosse: -1.2647904; 49.0883277!
La Garande: -1.2797962; 49.0839243!
Le Clos Madelon: -1.2862951; 49.0834722!
Le Fregny: 6.3284566; 45.2026332!
La Colonne: 6.3261713; 45.2194436!
Le Collet d'en Bas: 6.3188022; 45.2189595!
Bonvillard: 6.3511915; 45.2315212!
La Jusseliere: -1.3016318; 49.0812459!
Le Neufbourg: -1.293336; 49.0821335!
La Chaniere: -1.3058461; 49.0893295!
La Testuyere: -1.309273; 49.0904296!
Le Bas Bouillancy: 2.9307079; 49.1149488!
Le Pressoir: 2.9289353; 49.1183395!
Gueux: 2.922145; 49.1212395!
Bonneval les Bains: 6.7875672; 45.6537575!
Cret Bettex: 6.7590694; 45.6716794!
La Cote: 6.7764015; 45.6256622!
La Bonne Eglise: -2.2287247; 48.5491308!
Halby: -1.3061569; 49.0918429!
Hameau de la Ville: -1.3089196; 49.097257!
L'Aunerie: -1.3204487; 49.1051382!
L'Hotel Laisney: -1.3294325; 49.0958246!
La Billardiere: -1.3445295; 49.1011164!
La Ferme: -1.3253535; 49.0939273!
La Mazure: -1.3015591; 49.0903814!
La Paumerie: -1.3232234; 49.0939668!
La Rucquetiere: -1.3220354; 49.1026541!
La Reaute: -1.3148605; 49.1048108!
Le Bois: -1.3395395; 49.0891835!
Le Pont au Crapaud: -1.3258061; 49.1069263!
Les Logettes: -1.3168225; 49.0992694!
Les Pentcul: -1.3129439; 49.0923291!
Village Vigot: -1.3206794; 49.091787!
Montboucher: 1.6804237; 45.9535978!
L'Hotel Cocquerel: -1.2935251; 49.092041!
La Benoistiere: -1.2959927; 49.0989823!
La Croix de Cenilly: -1.2966113; 49.106812!
La Fictiere: -1.2875784; 49.091091!
La Fremondiere: -1.2829438; 49.1115493!
La Girardiere: -1.2883859; 49.0931763!
La Goesberdiere: -1.2873744; 49.0976063!
La Picotiere: -1.2855328; 49.1071852!
La Bergerie: -1.264636; 49.1000717!
La Carriere au Rey: -1.2849459; 49.1042804!
La Peignere: -1.2791395; 49.1094575!
Les Douaires: -1.2728876; 49.1021357!
Les Douaires: -1.2790968; 49.1028567!
Le Sapt: 3.9472871; 44.6827207!
Le Clos Mahaut: -2.2278224; 48.5611778!
Vidaillat: 1.9063418; 45.9585117!
Blessac: 2.1268076; 45.9587415!
Saint-Michel-de-Veisse: 2.0540082; 45.9519042!
Saint-Marc-a-Frongier: 2.1207995; 45.9304891!
Saint-Pardoux-le-Neuf: 2.2322005; 45.9293477!
Neoux: 2.260302; 45.9148511!
Saint-Avit-de-Tardes: 2.2851995; 45.9187836!
Mautes: 2.3852288; 45.9439584!
Saint-Bard: 2.4008796; 45.9146163!
La Maziere-aux-Bonshommes: 2.4415998; 45.883929!
Merinchal: 2.4887302; 45.9166064!
Le Moulin des Jouinieres: 1.100643; 46.8124077!
La Fussiliere: 5.3146361; 45.1609719!
Chateau-Lambert: 6.7564168; 47.8564174!
Le Mollard: 5.3128557; 45.1550285!
La Cabotte: 5.3195188; 45.1576685!
Mienval: 1.6269203; 49.8921802!
Pierrecourt: 1.6609511; 49.8966996!
Le Colombier-Est: 5.3192184; 45.1470607!
Le Colombier-Ouest: 5.3184245; 45.1497242!
Bergerandiere: 5.3066861; 45.1498748!
Camponniere: 5.3100131; 45.1470758!
Sainte-Beuve aux Champs: 1.6081336; 49.7701159!
Le Bourg: 5.3245486; 45.1542838!
Basville: 2.3972472; 45.871435!
Saint-Oradoux-pres-Crocq: 2.3882216; 45.8786055!
Mesnil David: 1.6201182; 49.756657!
Courtille: 1.0659973; 46.8671656!
Envaux: 1.057479; 46.8478022!
Fpiberioux: 1.0994488; 46.8544603!
Froille: 1.055888; 46.8282812!
La Babonniere: 1.0797078; 46.8547189!
La Basse Millerie: 1.0593532; 46.8528027!
La Botterie: 1.0791954; 46.857922!
La Chagnaie: 1.0849571; 46.8367749!
La Chamoirie: 1.1411317; 46.8225271!
La Chaumette: 1.1169307; 46.8515255!
La Chevraye: 1.1084514; 46.8591747!
La Chipaudiere: 1.063637; 46.8216643!
La Chebossonniere: 1.0814326; 46.8579941!
La Cornilliere: 1.0391077; 46.8325716!
La Deboirie: 1.0516584; 46.8204772!
La Grande Boussee: 1.0473439; 46.8693579!
La Grande Ligne: 1.0672569; 46.8348628!
La Gratinerie: 1.0696076; 46.8557524!
La Guenaissiere: 1.057775; 46.8357793!
La Maison Neuve: 1.0373085; 46.8421845!
La Petite Boussee: 1.053554; 46.8674003!
La Ramee: 1.1424156; 46.8284294!
La Rivetterie: 1.048532; 46.8356016!
La Roche: 1.0778095; 46.8492363!
La Touche: 1.1101939; 46.8631001!
Le Bois Gilet: 1.0385026; 46.8631516!
Le Bourg: 1.0690807; 46.8531198!
Le Chateau: 1.0694188; 46.8500109!
Le Petit Village: 1.0457584; 46.8549702!
Le Rond: 1.0397323; 46.8498798!
Les Bouches: 1.0755529; 46.8554754!
Les Gaillotteries: 1.0924445; 46.8174773!
Les Grolards: 1.1008227; 46.8848639!
Les Grouailles: 1.0779235; 46.8528522!
Les Martinieres: 1.0502656; 46.8787329!
